path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,1524276,2859991007222,1287,12673,12718,4300
1,1346746,4056122753317,1189,9768,9905,2463
