path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,1218810,1502622991277,1266,9904,9904,2899
1,1344525,965461129932,1296,9235,9235,3438
