path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,58765774,9181619213466,1253,12788,12788,2747
1,59450321,9912648027388,1194,17977,17977,3505
