path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,59178162,61223738901635,1154,15740,15795,3298
1,57438426,58672755794097,1131,17022,17022,3580
