path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage
0,3142352,109542854656,1035,8907,8907,610,3139028
1,3111187,110738602751,984,9680,9680,639,3128166
