path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,61694247,27359250110275,1212,13402,13433,2660
1,60154629,22340517436746,1226,17288,17288,3719
