path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,52157730,15051978740065,1070,14803,14803,2423
1,52411740,13223161372983,1197,18091,18091,4196
