path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,49752508,13703577840363,1153,15744,15744,3139
1,49539039,15898342787778,1129,17120,17120,3504
