path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,55870598,19611267644486,1152,16104,16133,3772
1,54401865,29664856805986,1136,16625,16625,3099
