path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage
0,3982538,122860972405,1036,8416,8752,750,3981302
1,3932531,134338269914,989,9279,9572,732,3946014
