path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,59228724,22275893365456,1198,18466,18486,3406
1,58672992,23297164441673,1243,12341,12341,2754
