path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,58628501,9717572823588,1255,17522,17522,3487
1,59475847,9485387024724,1163,13330,13330,2277
