path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage,sentPacketsOnLink
0,3133035,97660768439,1035,8881,8881,618,3130698,8888
1,3108444,98989125053,984,9715,9715,641,3120438,9708
