path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage
0,3429138,164708818692,1017,9250,9264,626,3432509
1,3094180,117359186457,1002,9302,9307,648,3094788
