path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,1286850,1151668909506,1221,11953,11953,4133
1,1463547,2296629752932,1259,11746,11749,3896
