path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage,sentPacketsOnLink
0,4069234,159990872567,1049,8750,9232,791,4072704,9231
1,3992112,157116851279,977,8628,8982,619,4000665,8983
