path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage
0,2021461,737665721383,1174,6181,6728,292,1899189
1,1913289,768314584161,974,6196,6687,199,1836649
