path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage
0,4199115,153243291961,1053,8338,9146,727,4192567
1,4106434,203306848855,979,8185,8847,578,4134456
