path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage
0,3830516,131131905802,1172,8609,8613,545,3831024
1,3603659,113632581411,1098,7884,7884,440,3607050
