path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage,sentPacketsOnLink
0,4075241,158519688979,957,8798,9443,779,4082512,9453
1,4099629,171977519069,1062,8333,8770,752,4094564,8760
