path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,49969417,36515149927459,1153,15584,16002,3754
1,48874026,27357685729685,1136,16399,16779,3936
