path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage,sentPacketsOnLink
0,4363154,144915692990,1081,8200,8685,628,4375385,8679
1,4330978,131645966864,1189,7267,7660,539,4323132,7666
