path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage
0,3256846,97199852239,1088,7837,7837,391,3273856
1,3262570,91685309359,1173,8713,8713,573,3264179
