path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,56997835,16505273319050,1074,14773,14773,2538
1,58274574,14316526231268,1199,18031,18031,4139
