path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage
0,3882809,121960229048,1172,8692,8695,540,3884017
1,3659444,115455909967,1095,7817,7817,424,3666096
