path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,53581850,14535141925100,1137,18744,18744,4091
1,53612649,13602391744003,1147,14118,14118,2845
