path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage
0,3527916,140933932226,982,9240,9248,630,3541834
1,3274236,110604276874,1012,9531,9531,631,3266444
