path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,55069236,19006314357545,1143,15615,15615,2931
1,57389842,22051125804193,1140,17225,17235,3866
