path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage
0,3159361,91882409302,978,9253,9253,620,3171909
1,3163221,90888671536,1010,9602,9602,645,3156455
