path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage
0,3372392,98327308926,1092,8862,8862,508,3392032
1,3394842,85782074650,1184,7659,7659,493,3381636
