path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage
0,4393901,147132789574,1112,8668,9332,593,4405505
1,4441972,122730359691,1174,6349,6854,508,4433787
