path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage
0,3291675,100883924306,1088,7844,7844,402,3304963
1,3280701,97301361131,1177,8675,8675,571,3284313
