path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage
0,4032257,688420891362,1095,7807,8689,436,4059891
1,4150931,646877832119,1163,6735,7443,386,4109431
